Order ID,Date,Product,Category,Quantity,Price,Total Sales
11038,2023-01-23,Headphones,Accessories,1,50,50
11039,2023-07-12,Laptop,Electronics,9,800,7200
11040,2023-10-05,Laptop,Electronics,5,800,4000
11041,2023-02-25,Coffee Maker,Appliances,6,90,540
11042,2023-07-26,Coffee Maker,Appliances,4,90,360
11043,2023-07-28,Desk Chair,Furniture,10,120,1200
11044,2023-05-17,Tablet,Electronics,3,300,900
11045,2023-08-28,Monitor,Electronics,4,200,800
11046,2023-08-08,Coffee Maker,Appliances,2,90,180
11047,2023-08-28,Laptop,Electronics,6,800,4800
11048,2023-07-31,Wireless Mouse,Accessories,7,30,210
11049,2023-11-09,Wireless Mouse,Accessories,2,30,60
11050,2023-10-16,Laptop,Electronics,8,800,6400
11051,2023-02-24,Office Desk,Furniture,3,250,750
11052,2023-08-18,Office Desk,Furniture,5,250,1250
11053,2023-04-22,Smartphone,Electronics,5,600,3000
11054,2023-05-04,Office Desk,Furniture,5,250,1250
11055,2023-04-13,Tablet,Electronics,8,300,2400
11056,2023-01-28,Coffee Maker,Appliances,3,90,270
11057,2023-10-09,Headphones,Accessories,6,50,300
11058,2023-12-26,Monitor,Electronics,6,200,1200
11059,2023-02-18,Wireless Mouse,Accessories,3,30,90
11060,2023-12-08,Wireless Mouse,Accessories,6,30,180
11061,2023-10-10,Laptop,Electronics,1,800,800
11062,2023-05-26,Headphones,Accessories,5,50,250
11063,2023-07-24,Monitor,Electronics,4,200,800
11064,2023-01-20,Desk Chair,Furniture,8,120,960
11065,2023-05-19,Backpack,Accessories,9,40,360
11066,2023-08-05,Backpack,Accessories,8,40,320
11067,2023-05-17,Wireless Mouse,Accessories,9,30,270
11068,2023-05-07,Backpack,Accessories,10,40,400
11069,2023-08-15,Wireless Mouse,Accessories,2,30,60
11070,2023-03-11,Desk Chair,Furniture,7,120,840
11071,2023-08-31,Wireless Mouse,Accessories,7,30,210
11072,2023-08-20,Monitor,Electronics,1,200,200
11073,2023-06-21,Wireless Mouse,Accessories,7,30,210
11074,2023-08-03,Wireless Mouse,Accessories,1,30,30
11075,2023-08-15,Smartphone,Electronics,4,600,2400
11076,2023-02-10,Office Desk,Furniture,2,250,500
11077,2023-08-05,Monitor,Electronics,3,200,600
11078,2023-03-22,Headphones,Accessories,9,50,450
11079,2023-09-18,Laptop,Electronics,2,800,1600
11080,2023-07-30,Coffee Maker,Appliances,4,90,360
11081,2023-11-09,Office Desk,Furniture,7,250,1750
11082,2023-10-03,Office Desk,Furniture,9,250,2250
11083,2023-02-21,Monitor,Electronics,8,200,1600
11084,2023-01-21,Headphones,Accessories,6,50,300
11085,2023-01-27,Tablet,Electronics,1,300,300
11086,2023-04-20,Monitor,Electronics,5,200,1000
11087,2023-12-22,Desk Chair,Furniture,4,120,480
11088,2023-11-08,Office Desk,Furniture,4,250,1000
11089,2023-04-07,Headphones,Accessories,6,50,300
11090,2023-12-29,Smartphone,Electronics,5,600,3000
11091,2023-09-26,Backpack,Accessories,8,40,320
11092,2023-07-11,Monitor,Electronics,4,200,800
11093,2023-06-17,Office Desk,Furniture,8,250,2000
11094,2023-06-16,Coffee Maker,Appliances,10,90,900
11095,2023-12-05,Coffee Maker,Appliances,6,90,540
11096,2023-07-31,Office Desk,Furniture,10,250,2500
11097,2023-05-13,Backpack,Accessories,1,40,40
11098,2023-02-22,Backpack,Accessories,4,40,160
11099,2023-03-30,Wireless Mouse,Accessories,7,30,210
11100,2023-10-22,Monitor,Electronics,3,200,600
11101,2023-04-17,Laptop,Electronics,7,800,5600
11102,2023-02-06,Wireless Mouse,Accessories,4,30,120
11103,2023-02-01,Backpack,Accessories,4,40,160
11104,2023-06-09,Coffee Maker,Appliances,6,90,540
11105,2023-02-22,Tablet,Electronics,8,300,2400
11106,2023-12-31,Smartphone,Electronics,2,600,1200
11107,2023-09-28,Coffee Maker,Appliances,1,90,90
11108,2023-01-05,Wireless Mouse,Accessories,8,30,240
11109,2023-02-23,Wireless Mouse,Accessories,7,30,210
11110,2023-10-25,Smartphone,Electronics,6,600,3600
11111,2023-04-01,Backpack,Accessories,10,40,400
11112,2023-06-05,Laptop,Electronics,1,800,800
11113,2023-10-05,Desk Chair,Furniture,10,120,1200
11114,2023-03-31,Smartphone,Electronics,5,600,3000
11115,2023-07-12,Tablet,Electronics,8,300,2400
11116,2023-07-17,Smartphone,Electronics,2,600,1200
11117,2023-02-16,Desk Chair,Furniture,6,120,720
11118,2023-07-13,Smartphone,Electronics,10,600,6000
11119,2023-10-18,Tablet,Electronics,8,300,2400
11120,2023-03-18,Monitor,Electronics,5,200,1000
11121,2023-01-30,Laptop,Electronics,8,800,6400
11122,2023-05-14,Desk Chair,Furniture,3,120,360
11123,2023-12-18,Laptop,Electronics,1,800,800
11124,2023-04-25,Wireless Mouse,Accessories,9,30,270
11125,2023-07-27,Smartphone,Electronics,9,600,5400
11126,2023-09-20,Smartphone,Electronics,6,600,3600
11127,2023-02-20,Monitor,Electronics,2,200,400
11128,2023-01-13,Backpack,Accessories,8,40,320
11129,2023-04-15,Desk Chair,Furniture,10,120,1200
11130,2023-05-29,Wireless Mouse,Accessories,6,30,180
11131,2023-08-07,Laptop,Electronics,5,800,4000
11132,2023-07-22,Coffee Maker,Appliances,6,90,540
11133,2023-03-25,Monitor,Electronics,4,200,800
11134,2023-12-24,Smartphone,Electronics,2,600,1200
11135,2023-08-19,Coffee Maker,Appliances,7,90,630
11136,2023-11-21,Office Desk,Furniture,6,250,1500
11137,2023-06-19,Office Desk,Furniture,1,250,250
11138,2023-10-21,Desk Chair,Furniture,1,120,120
11139,2023-11-22,Smartphone,Electronics,10,600,6000
11140,2023-07-20,Laptop,Electronics,10,800,8000
11141,2023-03-23,Laptop,Electronics,5,800,4000
11142,2023-09-05,Smartphone,Electronics,3,600,1800
11143,2023-07-24,Desk Chair,Furniture,7,120,840
11144,2023-09-02,Office Desk,Furniture,10,250,2500
11145,2023-04-23,Monitor,Electronics,6,200,1200
11146,2023-07-08,Headphones,Accessories,4,50,200
11147,2023-10-18,Office Desk,Furniture,2,250,500
11148,2023-06-16,Headphones,Accessories,10,50,500
11149,2023-05-05,Headphones,Accessories,4,50,200
11150,2023-08-18,Laptop,Electronics,10,800,8000
11151,2023-01-23,Backpack,Accessories,8,40,320
11152,2023-06-30,Smartphone,Electronics,8,600,4800
11153,2023-12-13,Tablet,Electronics,2,300,600
11154,2023-06-06,Smartphone,Electronics,5,600,3000
11155,2023-01-08,Office Desk,Furniture,4,250,1000
11156,2023-04-20,Smartphone,Electronics,4,600,2400
11157,2023-05-29,Coffee Maker,Appliances,3,90,270
11158,2023-03-09,Backpack,Accessories,8,40,320
11159,2023-10-23,Headphones,Accessories,4,50,200
11160,2023-01-21,Wireless Mouse,Accessories,1,30,30
11161,2023-02-08,Headphones,Accessories,7,50,350
11162,2023-10-06,Office Desk,Furniture,10,250,2500
11163,2023-08-09,Tablet,Electronics,10,300,3000
11164,2023-03-16,Office Desk,Furniture,5,250,1250
11165,2023-03-02,Smartphone,Electronics,8,600,4800
11166,2023-07-01,Headphones,Accessories,2,50,100
11167,2023-07-09,Desk Chair,Furniture,4,120,480
11168,2023-05-12,Laptop,Electronics,1,800,800
11169,2023-04-16,Backpack,Accessories,6,40,240
11170,2023-05-28,Monitor,Electronics,3,200,600
11171,2024-01-01,Wireless Mouse,Accessories,3,30,90
11172,2023-12-30,Office Desk,Furniture,4,250,1000
11173,2023-07-26,Wireless Mouse,Accessories,3,30,90
11174,2023-10-20,Office Desk,Furniture,9,250,2250
11175,2023-01-12,Backpack,Accessories,10,40,400
11176,2023-02-05,Wireless Mouse,Accessories,6,30,180
11177,2023-03-17,Smartphone,Electronics,3,600,1800
11178,2023-12-13,Desk Chair,Furniture,7,120,840
11179,2023-11-21,Backpack,Accessories,1,40,40
11180,2023-02-27,Headphones,Accessories,10,50,500
11181,2023-02-08,Laptop,Electronics,6,800,4800
11182,2023-10-28,Laptop,Electronics,10,800,8000
11183,2023-01-08,Office Desk,Furniture,9,250,2250
11184,2023-10-13,Laptop,Electronics,3,800,2400
11185,2023-09-13,Desk Chair,Furniture,10,120,1200
11186,2023-06-11,Office Desk,Furniture,9,250,2250
11187,2023-08-17,Tablet,Electronics,5,300,1500
11188,2023-02-03,Backpack,Accessories,10,40,400
11189,2023-10-14,Office Desk,Furniture,3,250,750
11190,2023-03-06,Backpack,Accessories,6,40,240
11191,2023-06-04,Backpack,Accessories,2,40,80
11192,2023-10-08,Tablet,Electronics,4,300,1200
11193,2023-03-20,Smartphone,Electronics,5,600,3000
11194,2023-09-21,Smartphone,Electronics,10,600,6000
11195,2023-03-03,Backpack,Accessories,9,40,360
11196,2023-09-12,Backpack,Accessories,9,40,360
11197,2023-08-14,Tablet,Electronics,9,300,2700
11198,2023-04-09,Laptop,Electronics,9,800,7200
11199,2023-04-24,Coffee Maker,Appliances,10,90,900
11200,2023-04-04,Tablet,Electronics,1,300,300
11201,2023-04-04,Office Desk,Furniture,8,250,2000
11202,2023-11-21,Coffee Maker,Appliances,8,90,720
11203,2023-06-06,Backpack,Accessories,8,40,320
11204,2023-01-12,Desk Chair,Furniture,3,120,360
11205,2023-05-04,Wireless Mouse,Accessories,10,30,300
11206,2023-01-20,Smartphone,Electronics,4,600,2400
11207,2023-12-02,Monitor,Electronics,10,200,2000
11208,2023-05-23,Monitor,Electronics,9,200,1800
11209,2023-12-16,Monitor,Electronics,8,200,1600
11210,2023-04-14,Desk Chair,Furniture,9,120,1080
11211,2023-01-09,Tablet,Electronics,1,300,300
11212,2023-01-19,Backpack,Accessories,7,40,280
11213,2023-07-16,Backpack,Accessories,7,40,280
11214,2023-08-07,Smartphone,Electronics,9,600,5400
11215,2023-08-15,Backpack,Accessories,9,40,360
11216,2023-10-12,Laptop,Electronics,6,800,4800
11217,2023-01-30,Coffee Maker,Appliances,7,90,630
11218,2023-10-30,Coffee Maker,Appliances,5,90,450
11219,2023-12-03,Smartphone,Electronics,4,600,2400
11220,2023-06-15,Backpack,Accessories,2,40,80
11221,2023-07-13,Smartphone,Electronics,2,600,1200
11222,2023-08-27,Smartphone,Electronics,6,600,3600
11223,2023-03-24,Laptop,Electronics,8,800,6400
11224,2023-05-02,Headphones,Accessories,5,50,250
11225,2023-10-09,Coffee Maker,Appliances,8,90,720
11226,2023-07-01,Backpack,Accessories,3,40,120
11227,2023-03-06,Smartphone,Electronics,7,600,4200
11228,2023-05-06,Wireless Mouse,Accessories,7,30,210
11229,2023-09-11,Laptop,Electronics,7,800,5600
11230,2023-06-16,Laptop,Electronics,6,800,4800
11231,2023-07-12,Tablet,Electronics,3,300,900
11232,2023-08-18,Smartphone,Electronics,8,600,4800
11233,2023-05-04,Backpack,Accessories,9,40,360
11234,2023-12-18,Laptop,Electronics,9,800,7200
11235,2023-01-22,Coffee Maker,Appliances,9,90,810
11236,2023-06-25,Backpack,Accessories,2,40,80
11237,2023-11-29,Coffee Maker,Appliances,7,90,630
11238,2023-12-16,Desk Chair,Furniture,10,120,1200
11239,2023-05-04,Coffee Maker,Appliances,9,90,810
11240,2023-08-23,Coffee Maker,Appliances,4,90,360
11241,2023-09-15,Wireless Mouse,Accessories,7,30,210
11242,2023-07-03,Tablet,Electronics,10,300,3000
11243,2023-07-12,Office Desk,Furniture,1,250,250
11244,2023-07-13,Backpack,Accessories,2,40,80
11245,2023-12-26,Monitor,Electronics,7,200,1400
11246,2023-05-27,Wireless Mouse,Accessories,10,30,300
11247,2023-06-28,Office Desk,Furniture,1,250,250
11248,2023-06-11,Tablet,Electronics,3,300,900
11249,2023-03-28,Wireless Mouse,Accessories,7,30,210
11250,2023-08-10,Laptop,Electronics,1,800,800
11251,2023-09-24,Office Desk,Furniture,4,250,1000
11252,2023-01-11,Laptop,Electronics,7,800,5600
11253,2023-07-17,Desk Chair,Furniture,6,120,720
11254,2023-03-15,Laptop,Electronics,6,800,4800
11255,2023-05-23,Laptop,Electronics,8,800,6400
11256,2023-05-16,Coffee Maker,Appliances,8,90,720
11257,2023-12-28,Monitor,Electronics,3,200,600
11258,2023-08-11,Coffee Maker,Appliances,8,90,720
11259,2023-10-24,Backpack,Accessories,6,40,240
11260,2023-01-09,Smartphone,Electronics,9,600,5400
11261,2023-05-07,Desk Chair,Furniture,6,120,720
11262,2023-08-02,Headphones,Accessories,2,50,100
11263,2023-08-08,Desk Chair,Furniture,8,120,960
11264,2023-11-21,Tablet,Electronics,5,300,1500
11265,2023-10-18,Headphones,Accessories,7,50,350
11266,2023-07-25,Coffee Maker,Appliances,1,90,90
11267,2023-03-14,Monitor,Electronics,8,200,1600
11268,2023-08-11,Office Desk,Furniture,7,250,1750
11269,2023-01-24,Monitor,Electronics,6,200,1200
11270,2023-01-17,Smartphone,Electronics,2,600,1200
11271,2023-07-26,Laptop,Electronics,10,800,8000
11272,2023-06-06,Coffee Maker,Appliances,2,90,180
11273,2023-09-28,Smartphone,Electronics,9,600,5400
11274,2023-05-05,Wireless Mouse,Accessories,4,30,120
11275,2023-10-08,Monitor,Electronics,3,200,600
11276,2023-09-01,Desk Chair,Furniture,8,120,960
11277,2023-12-06,Smartphone,Electronics,3,600,1800
11278,2023-04-04,Coffee Maker,Appliances,1,90,90
11279,2023-03-19,Smartphone,Electronics,3,600,1800
11280,2023-06-11,Coffee Maker,Appliances,10,90,900
11281,2023-02-19,Coffee Maker,Appliances,9,90,810
11282,2023-02-04,Office Desk,Furniture,6,250,1500
11283,2023-07-14,Coffee Maker,Appliances,7,90,630
11284,2023-11-10,Smartphone,Electronics,4,600,2400
11285,2023-07-12,Coffee Maker,Appliances,7,90,630
11286,2023-08-25,Office Desk,Furniture,9,250,2250
11287,2023-11-25,Wireless Mouse,Accessories,4,30,120
11288,2023-02-27,Monitor,Electronics,6,200,1200
11289,2023-08-17,Laptop,Electronics,2,800,1600
11290,2023-07-31,Smartphone,Electronics,3,600,1800
11291,2023-02-17,Monitor,Electronics,6,200,1200
11292,2023-06-19,Office Desk,Furniture,5,250,1250
11293,2023-01-17,Desk Chair,Furniture,8,120,960
11294,2023-06-30,Office Desk,Furniture,9,250,2250
11295,2023-04-16,Smartphone,Electronics,4,600,2400
11296,2023-02-14,Headphones,Accessories,4,50,200
11297,2023-11-23,Laptop,Electronics,5,800,4000
11298,2023-11-25,Tablet,Electronics,9,300,2700
11299,2023-02-26,Wireless Mouse,Accessories,4,30,120
11300,2023-03-06,Wireless Mouse,Accessories,2,30,60
11301,2023-06-06,Coffee Maker,Appliances,9,90,810
11302,2023-10-13,Smartphone,Electronics,5,600,3000
11303,2023-01-24,Tablet,Electronics,6,300,1800
11304,2023-03-23,Smartphone,Electronics,10,600,6000
11305,2023-05-30,Wireless Mouse,Accessories,2,30,60
11306,2023-05-28,Monitor,Electronics,2,200,400
11307,2023-03-26,Tablet,Electronics,7,300,2100
11308,2023-10-27,Tablet,Electronics,1,300,300
11309,2023-03-17,Monitor,Electronics,9,200,1800
11310,2023-11-03,Headphones,Accessories,4,50,200
11311,2023-06-22,Backpack,Accessories,6,40,240
11312,2023-11-25,Backpack,Accessories,6,40,240
11313,2023-06-24,Wireless Mouse,Accessories,3,30,90
11314,2023-10-04,Desk Chair,Furniture,10,120,1200
11315,2023-12-27,Desk Chair,Furniture,3,120,360
11316,2023-05-08,Smartphone,Electronics,1,600,600
11317,2023-03-10,Laptop,Electronics,4,800,3200
11318,2023-01-11,Backpack,Accessories,3,40,120
11319,2023-06-24,Headphones,Accessories,8,50,400
11320,2023-11-01,Tablet,Electronics,5,300,1500
11321,2023-07-31,Tablet,Electronics,9,300,2700
11322,2023-11-06,Monitor,Electronics,10,200,2000
11323,2023-03-02,Coffee Maker,Appliances,1,90,90
11324,2023-04-22,Smartphone,Electronics,8,600,4800
11325,2023-11-28,Wireless Mouse,Accessories,5,30,150
11326,2023-05-19,Tablet,Electronics,9,300,2700
11327,2023-09-23,Smartphone,Electronics,2,600,1200
11328,2023-01-20,Headphones,Accessories,3,50,150
11329,2023-07-26,Tablet,Electronics,1,300,300
11330,2023-09-27,Wireless Mouse,Accessories,3,30,90
11331,2023-05-21,Laptop,Electronics,7,800,5600
11332,2023-07-14,Tablet,Electronics,7,300,2100
11333,2023-10-21,Backpack,Accessories,3,40,120
11334,2023-03-02,Desk Chair,Furniture,3,120,360
11335,2023-07-02,Backpack,Accessories,10,40,400
11336,2023-01-10,Laptop,Electronics,1,800,800
11337,2023-11-24,Monitor,Electronics,7,200,1400
11338,2023-09-28,Laptop,Electronics,2,800,1600
11339,2023-06-15,Laptop,Electronics,10,800,8000
11340,2023-10-17,Monitor,Electronics,9,200,1800
11341,2023-11-23,Coffee Maker,Appliances,4,90,360
11342,2023-09-13,Wireless Mouse,Accessories,9,30,270
11343,2023-04-07,Office Desk,Furniture,1,250,250
11344,2023-05-29,Tablet,Electronics,7,300,2100
11345,2023-11-25,Tablet,Electronics,8,300,2400
11346,2023-09-03,Backpack,Accessories,7,40,280
11347,2023-09-24,Laptop,Electronics,3,800,2400
11348,2023-02-11,Wireless Mouse,Accessories,8,30,240
11349,2023-03-02,Smartphone,Electronics,9,600,5400
11350,2023-02-04,Wireless Mouse,Accessories,3,30,90
11351,2023-04-16,Wireless Mouse,Accessories,5,30,150
11352,2023-03-18,Desk Chair,Furniture,8,120,960
11353,2023-02-10,Laptop,Electronics,5,800,4000
11354,2023-12-14,Monitor,Electronics,7,200,1400
11355,2023-06-03,Office Desk,Furniture,6,250,1500
11356,2023-02-26,Desk Chair,Furniture,7,120,840
11357,2023-03-16,Wireless Mouse,Accessories,5,30,150
11358,2023-06-21,Desk Chair,Furniture,8,120,960
11359,2023-07-23,Monitor,Electronics,10,200,2000
11360,2023-04-18,Tablet,Electronics,5,300,1500
11361,2023-05-12,Wireless Mouse,Accessories,8,30,240
11362,2023-12-02,Laptop,Electronics,9,800,7200
11363,2023-03-10,Headphones,Accessories,9,50,450
11364,2023-10-30,Smartphone,Electronics,10,600,6000
11365,2023-10-23,Backpack,Accessories,7,40,280
11366,2023-03-05,Office Desk,Furniture,10,250,2500
11367,2023-06-16,Backpack,Accessories,3,40,120
11368,2023-06-15,Backpack,Accessories,7,40,280
11369,2023-03-31,Monitor,Electronics,6,200,1200
11370,2023-11-06,Laptop,Electronics,7,800,5600
11371,2023-05-20,Office Desk,Furniture,1,250,250
11372,2023-10-05,Backpack,Accessories,9,40,360
11373,2023-03-02,Headphones,Accessories,5,50,250
11374,2023-08-27,Monitor,Electronics,7,200,1400
11375,2023-12-16,Smartphone,Electronics,10,600,6000
11376,2023-04-20,Smartphone,Electronics,9,600,5400
11377,2023-12-11,Laptop,Electronics,8,800,6400
11378,2023-02-17,Backpack,Accessories,3,40,120
11379,2023-10-27,Smartphone,Electronics,2,600,1200
11380,2023-05-31,Smartphone,Electronics,7,600,4200
11381,2023-06-10,Desk Chair,Furniture,3,120,360
11382,2023-06-09,Headphones,Accessories,5,50,250
11383,2023-07-31,Wireless Mouse,Accessories,7,30,210
11384,2023-01-29,Office Desk,Furniture,10,250,2500
11385,2023-09-19,Smartphone,Electronics,3,600,1800
11386,2023-10-22,Backpack,Accessories,5,40,200
11387,2023-09-16,Backpack,Accessories,10,40,400
11388,2023-04-16,Desk Chair,Furniture,2,120,240
11389,2023-08-12,Monitor,Electronics,6,200,1200
11390,2023-02-14,Monitor,Electronics,5,200,1000
11391,2023-05-11,Tablet,Electronics,9,300,2700
11392,2023-07-20,Smartphone,Electronics,7,600,4200
11393,2023-08-16,Office Desk,Furniture,6,250,1500
11394,2023-01-07,Headphones,Accessories,2,50,100
11395,2023-09-02,Desk Chair,Furniture,1,120,120
11396,2023-08-23,Office Desk,Furniture,1,250,250
11397,2023-02-26,Coffee Maker,Appliances,5,90,450
11398,2023-06-19,Tablet,Electronics,4,300,1200
11399,2023-07-07,Tablet,Electronics,3,300,900
11400,2023-04-16,Monitor,Electronics,6,200,1200
11401,2023-01-11,Wireless Mouse,Accessories,8,30,240
11402,2023-10-16,Headphones,Accessories,7,50,350
11403,2023-12-02,Office Desk,Furniture,2,250,500
11404,2023-09-12,Desk Chair,Furniture,10,120,1200
11405,2023-05-09,Monitor,Electronics,6,200,1200
11406,2023-11-07,Monitor,Electronics,4,200,800
11407,2023-01-02,Headphones,Accessories,7,50,350
11408,2023-12-06,Monitor,Electronics,9,200,1800
11409,2023-11-26,Tablet,Electronics,6,300,1800
11410,2023-06-06,Headphones,Accessories,7,50,350
11411,2023-05-03,Office Desk,Furniture,1,250,250
11412,2023-09-23,Monitor,Electronics,7,200,1400
11413,2023-03-25,Tablet,Electronics,8,300,2400
11414,2023-09-30,Monitor,Electronics,9,200,1800
11415,2023-05-31,Smartphone,Electronics,6,600,3600
11416,2023-01-06,Desk Chair,Furniture,3,120,360
11417,2023-10-05,Monitor,Electronics,6,200,1200
11418,2023-07-24,Smartphone,Electronics,3,600,1800
11419,2023-08-19,Office Desk,Furniture,4,250,1000
11420,2023-05-31,Wireless Mouse,Accessories,6,30,180
11421,2023-10-04,Laptop,Electronics,6,800,4800
11422,2023-09-13,Wireless Mouse,Accessories,7,30,210
11423,2023-08-26,Headphones,Accessories,5,50,250
11424,2023-01-12,Smartphone,Electronics,9,600,5400
11425,2023-03-31,Wireless Mouse,Accessories,4,30,120
11426,2023-02-05,Tablet,Electronics,2,300,600
11427,2023-11-06,Smartphone,Electronics,6,600,3600
11428,2023-05-17,Office Desk,Furniture,3,250,750
11429,2023-07-11,Coffee Maker,Appliances,3,90,270
11430,2023-03-22,Office Desk,Furniture,10,250,2500
11431,2023-08-07,Office Desk,Furniture,4,250,1000
11432,2023-05-25,Smartphone,Electronics,8,600,4800
11433,2023-02-13,Tablet,Electronics,8,300,2400
11434,2023-07-11,Backpack,Accessories,2,40,80
11435,2023-06-06,Laptop,Electronics,10,800,8000
11436,2023-09-22,Smartphone,Electronics,3,600,1800
11437,2023-07-03,Desk Chair,Furniture,3,120,360
11438,2023-12-31,Smartphone,Electronics,7,600,4200
11439,2023-11-23,Backpack,Accessories,2,40,80
11440,2023-03-30,Desk Chair,Furniture,10,120,1200
11441,2023-03-28,Backpack,Accessories,7,40,280
11442,2023-01-25,Desk Chair,Furniture,2,120,240
11443,2023-04-09,Desk Chair,Furniture,8,120,960
11444,2023-02-23,Smartphone,Electronics,3,600,1800
11445,2023-05-30,Tablet,Electronics,2,300,600
11446,2023-05-27,Smartphone,Electronics,5,600,3000
11447,2023-12-07,Office Desk,Furniture,2,250,500
11448,2023-05-14,Wireless Mouse,Accessories,10,30,300
11449,2023-10-06,Monitor,Electronics,8,200,1600
11450,2023-11-10,Backpack,Accessories,7,40,280
11451,2023-03-04,Wireless Mouse,Accessories,1,30,30
11452,2023-05-24,Coffee Maker,Appliances,10,90,900
11453,2023-09-07,Wireless Mouse,Accessories,4,30,120
11454,2023-07-18,Headphones,Accessories,6,50,300
11455,2023-11-15,Headphones,Accessories,9,50,450
11456,2023-06-24,Monitor,Electronics,6,200,1200
11457,2023-01-28,Headphones,Accessories,6,50,300
11458,2023-12-28,Office Desk,Furniture,9,250,2250
11459,2023-06-07,Tablet,Electronics,8,300,2400
11460,2023-10-16,Coffee Maker,Appliances,8,90,720
11461,2023-10-04,Wireless Mouse,Accessories,2,30,60
11462,2023-10-13,Backpack,Accessories,10,40,400
11463,2023-07-07,Desk Chair,Furniture,10,120,1200
11464,2023-01-04,Headphones,Accessories,9,50,450
11465,2023-06-02,Laptop,Electronics,9,800,7200
11466,2023-05-15,Laptop,Electronics,8,800,6400
11467,2023-06-13,Laptop,Electronics,2,800,1600
11468,2023-05-26,Wireless Mouse,Accessories,10,30,300
11469,2023-04-02,Smartphone,Electronics,10,600,6000
11470,2023-11-20,Coffee Maker,Appliances,7,90,630
11471,2023-05-16,Coffee Maker,Appliances,2,90,180
11472,2023-02-20,Monitor,Electronics,2,200,400
11473,2023-11-20,Wireless Mouse,Accessories,4,30,120
11474,2023-10-19,Office Desk,Furniture,1,250,250
11475,2023-07-29,Backpack,Accessories,1,40,40
11476,2023-05-02,Backpack,Accessories,10,40,400
11477,2023-01-19,Wireless Mouse,Accessories,4,30,120
11478,2023-07-14,Wireless Mouse,Accessories,5,30,150
11479,2023-11-24,Tablet,Electronics,10,300,3000
11480,2023-10-27,Desk Chair,Furniture,3,120,360
11481,2023-02-04,Office Desk,Furniture,9,250,2250
11482,2023-12-21,Headphones,Accessories,4,50,200
11483,2023-10-07,Backpack,Accessories,5,40,200
11484,2023-01-05,Laptop,Electronics,10,800,8000
11485,2023-08-18,Headphones,Accessories,8,50,400
11486,2023-09-13,Laptop,Electronics,3,800,2400
11487,2023-01-19,Laptop,Electronics,3,800,2400
11488,2023-10-11,Tablet,Electronics,4,300,1200
11489,2023-06-09,Laptop,Electronics,6,800,4800
11490,2023-06-08,Monitor,Electronics,1,200,200
11491,2023-10-25,Wireless Mouse,Accessories,3,30,90
11492,2023-08-18,Tablet,Electronics,9,300,2700
11493,2023-03-10,Monitor,Electronics,5,200,1000
11494,2023-10-04,Desk Chair,Furniture,1,120,120
11495,2023-09-01,Laptop,Electronics,7,800,5600
11496,2023-05-08,Monitor,Electronics,3,200,600
11497,2023-10-18,Monitor,Electronics,6,200,1200
11498,2023-08-11,Wireless Mouse,Accessories,6,30,180
11499,2023-01-05,Wireless Mouse,Accessories,4,30,120
11500,2023-02-25,Smartphone,Electronics,6,600,3600
11501,2023-10-29,Desk Chair,Furniture,10,120,1200
11502,2023-11-09,Smartphone,Electronics,3,600,1800
11503,2023-01-17,Wireless Mouse,Accessories,9,30,270
11504,2023-06-17,Backpack,Accessories,6,40,240
11505,2023-03-11,Coffee Maker,Appliances,5,90,450
11506,2023-07-22,Smartphone,Electronics,3,600,1800
11507,2023-01-24,Headphones,Accessories,5,50,250
11508,2023-07-27,Laptop,Electronics,5,800,4000
11509,2023-06-01,Tablet,Electronics,5,300,1500
11510,2023-05-22,Wireless Mouse,Accessories,1,30,30
11511,2023-09-21,Desk Chair,Furniture,2,120,240
11512,2023-11-25,Coffee Maker,Appliances,10,90,900
11513,2023-05-30,Wireless Mouse,Accessories,1,30,30
11514,2023-10-18,Desk Chair,Furniture,5,120,600
11515,2023-02-23,Headphones,Accessories,7,50,350
11516,2023-02-21,Coffee Maker,Appliances,8,90,720
11517,2023-04-05,Tablet,Electronics,8,300,2400
11518,2023-12-22,Office Desk,Furniture,5,250,1250
11519,2023-02-04,Monitor,Electronics,4,200,800
11520,2023-07-29,Tablet,Electronics,8,300,2400
11521,2023-08-14,Office Desk,Furniture,3,250,750
11522,2023-07-05,Smartphone,Electronics,10,600,6000
11523,2023-04-18,Smartphone,Electronics,3,600,1800
11524,2023-06-26,Backpack,Accessories,3,40,120
11525,2023-05-12,Desk Chair,Furniture,7,120,840
11526,2023-11-16,Backpack,Accessories,6,40,240
11527,2023-12-10,Headphones,Accessories,8,50,400
11528,2023-08-03,Headphones,Accessories,3,50,150
11529,2023-03-18,Monitor,Electronics,6,200,1200
11530,2023-06-25,Wireless Mouse,Accessories,6,30,180
11531,2023-08-07,Headphones,Accessories,9,50,450
11532,2023-07-05,Smartphone,Electronics,7,600,4200
11533,2023-03-17,Smartphone,Electronics,10,600,6000
11534,2023-01-12,Monitor,Electronics,7,200,1400
11535,2023-08-23,Desk Chair,Furniture,2,120,240
11536,2023-04-29,Headphones,Accessories,3,50,150
11537,2023-04-12,Desk Chair,Furniture,2,120,240
11538,2023-08-12,Headphones,Accessories,8,50,400
11539,2023-03-17,Coffee Maker,Appliances,3,90,270
11540,2023-02-05,Smartphone,Electronics,7,600,4200
11541,2023-11-05,Monitor,Electronics,1,200,200
11542,2023-03-16,Smartphone,Electronics,2,600,1200
11543,2023-08-08,Wireless Mouse,Accessories,8,30,240
